'sample interval','ECG '
365,0.201
366,0.175
367,0.146
368,0.126
369,0.101
370,0.075
371,0.057
372,0.045
373,0.039
374,0.033
375,0.030
376,0.028
377,0.027
378,0.027
379,0.029
380,0.032
381,0.036
382,0.042
383,0.051
384,0.066
385,0.068
386,0.056
387,0.036
388,0.012
389,-0.002
390,-0.013
391,-0.017
392,-0.015
393,-0.011
394,-0.010
395,-0.008
396,-0.008
397,-0.007
398,-0.005
399,-0.004
400,-0.005
401,-0.007
402,-0.010
403,-0.014
404,-0.020
405,-0.027
406,-0.031
407,-0.025
408,-0.018
409,-0.015
410,-0.012
411,-0.008
412,-0.004
413,-0.002
414,-0.002
415,-0.003
416,-0.005
417,-0.008
418,-0.011
419,-0.014
420,-0.018
421,-0.023
422,-0.027
423,-0.027
424,-0.023
425,-0.015
426,-0.006
427,0.009
428,0.032
429,0.043
430,0.051
431,0.057
432,0.059
433,0.058
434,0.058
435,0.058
436,0.059
437,0.060
438,0.061
439,0.062
440,0.062
441,0.062
442,0.063
443,0.064
444,0.064
445,0.063
446,0.061
447,0.057
448,0.054
449,0.049
450,0.045
451,0.040
452,0.032
453,0.015
454,-0.003
455,-0.018
456,-0.029
457,-0.039
458,-0.049
459,-0.058
460,-0.072
461,-0.090
462,-0.109
463,-0.136
464,-0.165
465,-0.188
466,-0.202
467,-0.178
468,-0.110
469,0.014
470,0.175
471,0.338
472,0.481
473,0.618
474,0.753
475,0.862
476,0.907
477,0.905
478,0.844
479,0.725
480,0.573
481,0.407
482,0.252
483,0.123
484,0.008
485,-0.095
486,-0.179
487,-0.247
488,-0.266
489,-0.273
490,-0.265
491,-0.230
492,-0.201
493,-0.188
494,-0.181
495,-0.176
496,-0.172
497,-0.167
498,-0.163
499,-0.158
500,-0.154
501,-0.150
502,-0.147
503,-0.144
504,-0.141
505,-0.137
506,-0.133
507,-0.129
508,-0.126
509,-0.124
510,-0.123
511,-0.123
512,-0.123
513,-0.123
514,-0.124
515,-0.126
516,-0.128
517,-0.132
518,-0.136
519,-0.141
520,-0.139
521,-0.123
522,-0.109
523,-0.097
524,-0.087
525,-0.079
526,-0.071
527,-0.056
528,-0.028
529,-0.001
530,0.017
531,0.035
532,0.052
533,0.070
534,0.083
535,0.091
536,0.099
537,0.105
538,0.107
539,0.105
540,0.101
541,0.098
542,0.096
543,0.095
544,0.093
545,0.090
546,0.084
547,0.075
548,0.066
549,0.059
550,0.053
551,0.048
552,0.043
553,0.039
554,0.034
555,0.029
556,0.024
557,0.018
558,0.011
559,0.003
560,-0.004
561,-0.012
562,-0.021
563,-0.025
564,-0.029
565,-0.033
566,-0.035
567,-0.037
568,-0.038
569,-0.040
570,-0.041
571,-0.044
572,-0.046
573,-0.048
574,-0.049
575,-0.049
576,-0.049
577,-0.049
578,-0.048
579,-0.046
580,-0.044
581,-0.042
582,-0.040
583,-0.038
584,-0.036
585,-0.035
586,-0.033
587,-0.032
588,-0.031
589,-0.030
590,-0.025
591,-0.019
592,-0.013
593,-0.011
594,-0.010
595,-0.010
596,-0.010
597,-0.010
598,-0.011
599,-0.012
600,-0.014
601,-0.016
602,-0.018
603,-0.018
604,-0.018
605,-0.017
606,-0.017
607,-0.017
608,-0.017
609,-0.015
610,-0.014
611,-0.012
612,-0.011
613,-0.010
614,-0.009
615,-0.007
616,-0.008
617,-0.011
618,-0.014
619,-0.015
620,-0.017
621,-0.017
622,-0.017
623,-0.016
624,-0.014
625,-0.011
626,-0.007
627,0.000
628,0.000
629,-0.016
630,-0.041
631,-0.074
632,-0.095
633,-0.108
634,-0.117
635,-0.117
636,-0.110
637,-0.101
638,-0.091
639,-0.080
640,-0.074
641,-0.077
642,-0.088
643,-0.119
644,-0.161
645,-0.196
646,-0.208
647,-0.189
648,-0.131
649,-0.013
650,0.156
651,0.366
652,0.578
653,0.756
654,0.871
655,0.889
656,0.868
657,0.752
658,0.606
659,0.450
660,0.286
661,0.145
662,0.034
663,-0.072
664,-0.168
665,-0.221
666,-0.241
667,-0.224
668,-0.196
669,-0.167
670,-0.148
671,-0.136
672,-0.130
673,-0.138
674,-0.154
675,-0.168
676,-0.183
677,-0.191
678,-0.184
679,-0.171
680,-0.159
681,-0.145
682,-0.134
683,-0.125
684,-0.118
685,-0.110
686,-0.107
687,-0.110
688,-0.117
689,-0.126
690,-0.136
691,-0.126
692,-0.120
693,-0.117
694,-0.114
695,-0.113
696,-0.111
697,-0.109
698,-0.105
699,-0.101
700,-0.096
701,-0.091
702,-0.083
703,-0.074
704,-0.053
705,-0.015
706,0.005
707,0.018
708,0.029
709,0.042
710,0.055
711,0.067
712,0.080
713,0.092
714,0.097
715,0.097
716,0.097
717,0.097
718,0.097
719,0.098
720,0.099
721,0.099
722,0.099
723,0.098
724,0.095
725,0.091
726,0.086
727,0.080
728,0.072
729,0.060
730,0.046
731,0.032
732,0.008
733,-0.014
734,-0.022
735,-0.026
736,-0.030
737,-0.034
738,-0.038
739,-0.042
740,-0.045
741,-0.047
742,-0.050
743,-0.054
744,-0.057
745,-0.058
746,-0.056
747,-0.052
748,-0.045
749,-0.039
750,-0.034
751,-0.029
752,-0.025
753,-0.020
754,-0.018
755,-0.017
756,-0.018
757,-0.021
758,-0.025
759,-0.030
760,-0.036
761,-0.043
762,-0.052
763,-0.060
764,-0.068
765,-0.076
766,-0.085
767,-0.097
768,-0.111
769,-0.124
770,-0.134
771,-0.142
772,-0.149
773,-0.154
774,-0.156
775,-0.153
776,-0.146
777,-0.134
778,-0.115
779,-0.084
780,-0.064
781,-0.050
782,-0.036
783,-0.022
784,-0.009
785,0.004
786,0.010
787,0.003
788,-0.010
789,-0.018
790,-0.026
791,-0.034
792,-0.040
793,-0.042
794,-0.041
795,-0.038
796,-0.033
797,-0.025
798,-0.011
799,0.006
800,0.017
801,0.024
802,0.008
803,-0.018
804,-0.049
805,-0.067
806,-0.077
807,-0.083
808,-0.086
809,-0.086
810,-0.082
811,-0.076
812,-0.067
813,-0.050
814,-0.028
815,-0.014
816,-0.005
817,-0.022
818,-0.044
819,-0.063
820,-0.076
821,-0.094
822,-0.115
823,-0.132
824,-0.144
825,-0.132
826,-0.095
827,-0.011
828,0.105
829,0.250
830,0.417
831,0.589
832,0.739
833,0.817
834,0.820
835,0.759
836,0.609
837,0.421
838,0.238
839,0.095
840,0.000
841,-0.039
842,-0.056
843,-0.073
844,-0.089
845,-0.106
846,-0.123
847,-0.147
848,-0.168
849,-0.180
850,-0.187
851,-0.175
852,-0.137
853,-0.088
854,-0.073
855,-0.070
856,-0.068
857,-0.066
858,-0.065
859,-0.065
860,-0.072
861,-0.081
862,-0.090
863,-0.095
864,-0.100
865,-0.105
866,-0.111
867,-0.117
868,-0.120
869,-0.120
870,-0.115
871,-0.106
872,-0.095
873,-0.085
874,-0.077
875,-0.068
876,-0.058
877,-0.047
878,-0.039
879,-0.033
880,-0.028
881,-0.024
882,-0.018
883,-0.012
884,-0.005
885,0.001
886,0.008
887,0.016
888,0.025
889,0.036
890,0.051
891,0.064
892,0.073
893,0.081
894,0.095
895,0.123
896,0.151
897,0.169
898,0.169
899,0.151
900,0.137
901,0.125
902,0.115
903,0.108
904,0.103
905,0.099
906,0.095
907,0.093
908,0.090
909,0.087
910,0.083
911,0.080
912,0.076
913,0.072
914,0.067
915,0.058
916,0.043
917,0.031
918,0.016
919,-0.005
920,-0.029
921,-0.062
922,-0.094
923,-0.116
924,-0.123
925,-0.125
926,-0.128
927,-0.130
928,-0.132
929,-0.124
930,-0.104
931,-0.073
932,-0.037
933,-0.010
934,0.011
935,0.021
936,0.029
937,0.033
938,0.029
939,0.021
940,0.016
941,0.011
942,0.005
943,0.000
944,-0.001
945,0.000
946,0.003
947,0.007
948,0.013
949,0.023
950,0.035
951,0.013
952,-0.009
953,-0.027
954,-0.035
955,-0.028
956,-0.015
957,-0.007
958,-0.001
959,0.003
960,0.006
961,0.010
962,0.014
963,0.019
964,0.022
965,0.026
966,0.030
967,0.034
968,0.040
969,0.050
970,0.068
971,0.084
972,0.096
973,0.107
974,0.112
975,0.104
976,0.088
977,0.070
978,0.047
979,0.029
980,0.011
981,-0.006
982,-0.026
983,-0.035
984,-0.041
985,-0.046
986,-0.051
987,-0.055
988,-0.058
989,-0.062
990,-0.066
991,-0.069
992,-0.073
993,-0.077
994,-0.082
995,-0.089
996,-0.101
997,-0.121
998,-0.126
999,-0.132
1000,-0.123
1001,-0.059
1002,0.059
1003,0.237
1004,0.444
1005,0.652
1006,0.828
1007,0.912
1008,0.909
1009,0.808
1010,0.618
1011,0.424
1012,0.266
1013,0.141
1014,0.037
1015,-0.040
1016,-0.079
1017,-0.100
1018,-0.113
1019,-0.122
1020,-0.129
1021,-0.132
1022,-0.134
1023,-0.136
1024,-0.137
1025,-0.138
1026,-0.138
1027,-0.138
1028,-0.138
1029,-0.139
1030,-0.140
1031,-0.141
1032,-0.144
1033,-0.146
1034,-0.148
1035,-0.149
1036,-0.150
1037,-0.153
1038,-0.157
1039,-0.162
1040,-0.166
1041,-0.173
1042,-0.188
1043,-0.196
1044,-0.191
1045,-0.181
1046,-0.173
1047,-0.165
1048,-0.156
1049,-0.144
1050,-0.133
1051,-0.120
1052,-0.105
1053,-0.090
1054,-0.075
1055,-0.057
1056,-0.036
1057,-0.014
1058,0.000
1059,0.009
1060,0.017
1061,0.027
1062,0.036
1063,0.044
1064,0.051
1065,0.061
1066,0.072
1067,0.083
1068,0.091
1069,0.099
1070,0.105
1071,0.112
1072,0.118
1073,0.121
1074,0.118
1075,0.109
1076,0.100
1077,0.094
1078,0.090
1079,0.086
1080,0.083
1081,0.080
1082,0.076
1083,0.071
1084,0.067
1085,0.063
1086,0.059
1087,0.055
1088,0.051
1089,0.047
1090,0.042
1091,0.037
1092,0.029
1093,0.018
1094,0.006
1095,-0.002
1096,-0.010
1097,-0.015
1098,-0.018
1099,-0.022
1100,-0.026
1101,-0.028
1102,-0.030
1103,-0.032
1104,-0.033
1105,-0.034
1106,-0.034
1107,-0.034
1108,-0.032
1109,-0.029
1110,-0.025
1111,-0.021
1112,-0.016
1113,-0.012
1114,-0.006
1115,0.000
1116,0.010
1117,0.019
1118,0.025
1119,0.030
1120,0.034
1121,0.036
1122,0.038
1123,0.040
1124,0.041
1125,0.041
1126,0.041
1127,0.039
1128,0.036
1129,0.032
1130,0.026
1131,0.020
1132,0.014
1133,0.008
1134,0.001
1135,-0.004
1136,-0.010
1137,-0.015
1138,-0.017
1139,-0.015
1140,-0.011
1141,-0.005
1142,0.001
1143,0.010
1144,0.021
1145,0.039
1146,0.054
1147,0.067
1148,0.080
1149,0.093
1150,0.107
1151,0.122
1152,0.139
1153,0.157
1154,0.157
1155,0.135
1156,0.103
1157,0.055
1158,0.028
1159,0.015
1160,0.006
1161,0.000
1162,-0.006
1163,-0.011
1164,-0.014
1165,-0.017
1166,-0.020
1167,-0.025
1168,-0.034
1169,-0.058
1170,-0.083
1171,-0.100
1172,-0.111
1173,-0.119
1174,-0.126
1175,-0.128
1176,-0.119
1177,-0.102
1178,-0.077
1179,-0.033
1180,0.056
1181,0.205
1182,0.406
1183,0.636
1184,0.842
1185,0.951
1186,0.986
1187,0.949
1188,0.839
1189,0.662
1190,0.485
1191,0.336
1192,0.214
1193,0.109
1194,0.007
1195,-0.090
1196,-0.161
1197,-0.188
1198,-0.198
1199,-0.194
1200,-0.182
1201,-0.172
1202,-0.161
1203,-0.154
1204,-0.154
1205,-0.162
1206,-0.172
1207,-0.179
1208,-0.184
1209,-0.187
1210,-0.190
1211,-0.192
1212,-0.194
1213,-0.197
1214,-0.197
1215,-0.196
1216,-0.194
1217,-0.189
1218,-0.184
1219,-0.178
1220,-0.172
1221,-0.164
1222,-0.152
1223,-0.140
1224,-0.131
1225,-0.122
1226,-0.115
1227,-0.108
1228,-0.102
1229,-0.093
1230,-0.083
1231,-0.072
1232,-0.062
1233,-0.055
1234,-0.050
1235,-0.044
1236,-0.040
1237,-0.035
1238,-0.031
1239,-0.026
1240,-0.022
1241,-0.019
1242,-0.014
1243,-0.006
1244,0.002
1245,0.021
1246,0.058
1247,0.077
1248,0.087
1249,0.095
1250,0.100
1251,0.103
1252,0.105
1253,0.106
1254,0.106
1255,0.108
1256,0.109
1257,0.111
1258,0.110
1259,0.103
1260,0.093
1261,0.080
1262,0.064
1263,0.042
1264,0.018
1265,-0.005
1266,-0.026
1267,-0.041
1268,-0.053
1269,-0.061
1270,-0.064
1271,-0.062
1272,-0.059
1273,-0.057
1274,-0.055
1275,-0.054
1276,-0.052
1277,-0.050
1278,-0.048
1279,-0.046
1280,-0.044
1281,-0.043
1282,-0.040
1283,-0.037
1284,-0.032
1285,-0.027
1286,-0.014
1287,0.004
1288,0.015
1289,0.023
1290,0.005
1291,-0.003
1292,-0.006
1293,-0.010
1294,-0.014
1295,-0.017
1296,-0.019
1297,-0.021
1298,-0.023
1299,-0.025
1300,-0.026
1301,-0.027
1302,-0.028
1303,-0.029
1304,-0.030
1305,-0.031
1306,-0.032
1307,-0.032
1308,-0.032
1309,-0.031
1310,-0.029
1311,-0.027
1312,-0.025
1313,-0.023
1314,-0.021
1315,-0.018
1316,-0.014
1317,-0.011
1318,-0.008
1319,-0.005
1320,0.000
1321,0.015
1322,0.026
1323,0.028
1324,0.029
1325,0.030
1326,0.031
1327,0.033
1328,0.035
1329,0.038
1330,0.041
1331,0.043
1332,0.043
1333,0.045
1334,0.047
1335,0.050
1336,0.054
1337,0.057
1338,0.063
1339,0.075
1340,0.074
1341,0.055
1342,0.039
1343,0.026
1344,0.014
1345,0.004
1346,-0.003
1347,-0.016
1348,-0.031
1349,-0.040
1350,-0.046
1351,-0.051
1352,-0.056
1353,-0.066
1354,-0.081
1355,-0.106
1356,-0.140
1357,-0.164
1358,-0.180
1359,-0.180
1360,-0.159
1361,-0.101
1362,0.004
1363,0.155
1364,0.347
1365,0.565
1366,0.785
1367,0.963
1368,1.065
1369,1.075
1370,1.029
1371,0.878
1372,0.676
1373,0.476
1374,0.304
1375,0.166
1376,0.060
1377,-0.040
1378,-0.146
1379,-0.213
1380,-0.238
1381,-0.239
1382,-0.224
1383,-0.214
1384,-0.207
1385,-0.201
1386,-0.197
1387,-0.192
1388,-0.187
1389,-0.184
1390,-0.181
1391,-0.174
1392,-0.157
1393,-0.130
1394,-0.114
1395,-0.105
1396,-0.101
1397,-0.102
1398,-0.107
1399,-0.113
1400,-0.116
1401,-0.118
1402,-0.120
1403,-0.121
1404,-0.122
1405,-0.121
1406,-0.118
1407,-0.113
1408,-0.107
1409,-0.098
1410,-0.082
1411,-0.066
1412,-0.056
1413,-0.050
1414,-0.046
1415,-0.042
1416,-0.039
1417,-0.036
1418,-0.031
1419,-0.027
1420,-0.022
1421,-0.016
1422,-0.010
1423,-0.001
1424,0.020
1425,0.060
1426,0.077
1427,0.085
1428,0.092
1429,0.097
1430,0.100
1431,0.104
1432,0.108
1433,0.112
1434,0.116
1435,0.119
1436,0.122
1437,0.126
1438,0.131
1439,0.141
1440,0.145
1441,0.140
1442,0.131
1443,0.123
1444,0.117
1445,0.111
1446,0.104
1447,0.096
1448,0.082
1449,0.056
1450,0.018
1451,-0.004
1452,-0.019
1453,-0.029
1454,-0.037
1455,-0.043
1456,-0.048
1457,-0.054
1458,-0.056
1459,-0.056
1460,-0.052
1461,-0.046
1462,-0.041
1463,-0.036
1464,-0.030
1465,-0.023
1466,-0.017
1467,-0.013
1468,-0.009
1469,-0.006
1470,0.000
1471,0.007
1472,0.001
1473,-0.007
1474,-0.014
1475,-0.004
1476,0.005
1477,0.014
1478,0.019
1479,0.016
1480,0.010
1481,0.003
1482,-0.003
1483,-0.009
1484,-0.013
1485,-0.015
1486,-0.018
1487,-0.020
1488,-0.023
1489,-0.027
1490,-0.032
1491,-0.037
1492,-0.047
1493,-0.059
1494,-0.066
1495,-0.070
1496,-0.072
1497,-0.071
1498,-0.063
1499,-0.050
1500,-0.032
1501,-0.005
1502,0.005
1503,0.010
1504,0.014
1505,0.017
1506,0.020
1507,0.023
1508,0.027
1509,0.031
1510,0.034
1511,0.037
1512,0.039
1513,0.041
1514,0.043
1515,0.045
1516,0.050
1517,0.056
1518,0.059
1519,0.059
1520,0.053
1521,0.045
1522,0.038
1523,0.034
1524,0.031
1525,0.027
1526,0.023
1527,0.019
1528,0.015
1529,0.011
1530,0.008
1531,0.005
1532,0.002
1533,-0.001
1534,-0.004
1535,-0.008
1536,-0.014
1537,-0.027
1538,-0.037
1539,-0.063
1540,-0.098
1541,-0.136
1542,-0.148
1543,-0.155
1544,-0.160
1545,-0.140
1546,-0.077
1547,0.025
1548,0.176
1549,0.370
1550,0.583
1551,0.784
1552,0.934
1553,0.992
1554,0.988
1555,0.911
1556,0.749
1557,0.543
1558,0.336
1559,0.163
1560,0.037
1561,-0.060
1562,-0.140
1563,-0.177
1564,-0.187
1565,-0.194
1566,-0.199
1567,-0.202
1568,-0.203
1569,-0.201
1570,-0.198
1571,-0.193
1572,-0.188
1573,-0.182
1574,-0.172
1575,-0.167
1576,-0.168
1577,-0.171
1578,-0.172
1579,-0.174
1580,-0.175
1581,-0.177
1582,-0.177
1583,-0.174
1584,-0.170
1585,-0.163
1586,-0.151
1587,-0.134
1588,-0.128
1589,-0.125
1590,-0.122
1591,-0.119
1592,-0.118
1593,-0.116
1594,-0.114
1595,-0.112
1596,-0.111
1597,-0.109
1598,-0.107
1599,-0.104
1600,-0.101
1601,-0.093
1602,-0.073
1603,-0.052
1604,-0.027
1605,-0.007
1606,0.003
1607,0.011
1608,0.018
1609,0.025
1610,0.037
1611,0.057
1612,0.072
1613,0.080
1614,0.089
1615,0.101
1616,0.118
1617,0.145
1618,0.178
1619,0.194
1620,0.198
1621,0.200
1622,0.201
1623,0.196
1624,0.185
1625,0.169
1626,0.144
1627,0.120
1628,0.094
1629,0.065
1630,0.039
1631,0.026
1632,0.020
1633,0.016
1634,0.013
1635,0.010
1636,0.007
1637,0.005
1638,0.004
1639,0.003
1640,0.001
1641,0.000
1642,-0.002
1643,-0.003
1644,-0.005
1645,-0.005
1646,-0.004
1647,-0.002
1648,0.000
1649,0.003
1650,0.008
1651,0.016
1652,0.003
1653,-0.009
1654,-0.020
1655,-0.024
1656,-0.018
1657,-0.005
1658,0.004
1659,0.013
1660,0.020
1661,0.025
1662,0.026
1663,0.026
1664,0.026
1665,0.026
1666,0.027
1667,0.029
1668,0.031
1669,0.032
1670,0.033
1671,0.034
1672,0.036
1673,0.037
1674,0.037
1675,0.038
1676,0.038
1677,0.037
1678,0.037
1679,0.038
1680,0.039
1681,0.040
1682,0.042
1683,0.044
1684,0.046
1685,0.048
1686,0.051
1687,0.055
1688,0.059
1689,0.064
1690,0.074
1691,0.095
1692,0.116
1693,0.138
1694,0.162
1695,0.179
1696,0.185
1697,0.189
1698,0.192
1699,0.193
1700,0.190
1701,0.182
1702,0.168
1703,0.144
1704,0.119
1705,0.091
1706,0.058
1707,0.039
1708,0.034
1709,0.031
1710,0.029
1711,0.028
1712,0.027
1713,0.025
1714,0.022
1715,0.018
1716,0.013
1717,0.005
1718,-0.009
1719,-0.034
1720,-0.048
1721,-0.056
1722,-0.064
1723,-0.075
1724,-0.088
1725,-0.113
1726,-0.140
1727,-0.158
1728,-0.170
1729,-0.157
1730,-0.118
1731,-0.022
1732,0.130
1733,0.338
1734,0.571
1735,0.778
1736,0.920
1737,0.954
1738,0.939
1739,0.828
1740,0.666
1741,0.498
1742,0.344
1743,0.195
1744,0.055
1745,-0.070
1746,-0.165
1747,-0.203
1748,-0.216
1749,-0.217
1750,-0.206
1751,-0.200
1752,-0.195
1753,-0.192
1754,-0.189
1755,-0.186
1756,-0.184
1757,-0.182
1758,-0.179
1759,-0.176
1760,-0.171
1761,-0.164
1762,-0.152
1763,-0.148
1764,-0.143
1765,-0.139
1766,-0.148
1767,-0.155
1768,-0.159
1769,-0.163
1770,-0.165
1771,-0.166
1772,-0.163
1773,-0.157
1774,-0.148
1775,-0.132
1776,-0.104
1777,-0.082
1778,-0.067
1779,-0.066
1780,-0.070
1781,-0.073
1782,-0.076
1783,-0.079
1784,-0.079
1785,-0.077
1786,-0.073
1787,-0.067
1788,-0.060
1789,-0.053
1790,-0.043
1791,-0.027
1792,-0.002
1793,0.024
1794,0.039
1795,0.048
1796,0.057
1797,0.066
1798,0.081
1799,0.096
1800,0.104
1801,0.111
1802,0.101
1803,0.091
1804,0.082
1805,0.079
1806,0.081
1807,0.088
1808,0.096
1809,0.103
1810,0.088
1811,0.075
1812,0.066
1813,0.056
1814,0.046
1815,0.036
1816,0.016
1817,-0.011
1818,-0.036
1819,-0.052
1820,-0.056
1821,-0.057
1822,-0.058
1823,-0.059
1824,-0.060
1825,-0.062
1826,-0.063
1827,-0.065
1828,-0.065
1829,-0.066
1830,-0.067
1831,-0.069
1832,-0.071
1833,-0.074
1834,-0.078
1835,-0.084
1836,-0.087
1837,-0.082
1838,-0.074
1839,-0.069
1840,-0.065
1841,-0.061
1842,-0.058
1843,-0.055
1844,-0.052
1845,-0.049
1846,-0.046
1847,-0.043
1848,-0.039
1849,-0.036
1850,-0.034
1851,-0.034
1852,-0.035
1853,-0.035
1854,-0.035
1855,-0.033
1856,-0.030
1857,-0.029
1858,-0.028
1859,-0.029
1860,-0.028
1861,-0.027
1862,-0.025
1863,-0.023
1864,-0.021
1865,-0.019
1866,-0.019
1867,-0.017
1868,-0.011
1869,-0.007
1870,-0.012
1871,-0.022
1872,-0.029
1873,-0.036
1874,-0.041
1875,-0.045
1876,-0.046
1877,-0.042
1878,-0.036
1879,-0.029
1880,-0.022
1881,-0.015
1882,-0.007
1883,0.001
1884,0.007
1885,0.009
1886,0.007
1887,0.003
1888,-0.001
1889,-0.006
1890,-0.014
1891,-0.029
1892,-0.050
1893,-0.062
1894,-0.071
1895,-0.078
1896,-0.083
1897,-0.088
1898,-0.093
1899,-0.097
1900,-0.102
1901,-0.106
1902,-0.112
1903,-0.123
1904,-0.141
1905,-0.149
1906,-0.157
1907,-0.164
1908,-0.149
1909,-0.102
1910,0.004
1911,0.172
1912,0.368
1913,0.560
1914,0.706
1915,0.770
1916,0.771
1917,0.714
1918,0.593
1919,0.464
1920,0.350
1921,0.250
1922,0.160
1923,0.066
1924,-0.027
1925,-0.095
1926,-0.117
1927,-0.129
1928,-0.135
1929,-0.138
1930,-0.147
1931,-0.163
1932,-0.176
1933,-0.184
1934,-0.187
1935,-0.181
1936,-0.168
1937,-0.153
1938,-0.135
1939,-0.118
1940,-0.107
1941,-0.098
1942,-0.092
1943,-0.088
1944,-0.087
1945,-0.088
1946,-0.091
1947,-0.094
1948,-0.097
1949,-0.102
1950,-0.107
1951,-0.111
1952,-0.112
1953,-0.108
1954,-0.101
1955,-0.094
1956,-0.089
1957,-0.084
1958,-0.079
1959,-0.074
1960,-0.069
1961,-0.063
1962,-0.058
1963,-0.055
1964,-0.051
1965,-0.046
1966,-0.036
1967,-0.009
1968,0.025
1969,0.056
1970,0.070
1971,0.078
1972,0.084
1973,0.088
1974,0.092
1975,0.096
1976,0.100
1977,0.103
1978,0.106
